"","url","is_listing_deleted","brand","modele","address_particulier","address_pro","name_pro","Ann<U+00E9>e","Autres informations","Carrosserie","Emissions de CO2","Energie","Kilom<U+00E9>trage","Nb de portes","Nombre de places","Prix","Puissance fiscale","Puissance r<U+00E9>elle","Transmission","V1","Garantie m<U+00E9>canique","Consommation mixte","Etat du v<U+00E9>hicule","Contr<U+00F4>le technique","Couleur int<U+00E9>rieur","Type de peinture carrosserie","Option equipement S<U+00E9>curit<U+00E9>","Option/Equipement Confort int<U+00E9>rieur","Option/equipement ext<U+00E9>rieurs"
"247","https://www.paruvendu.fr/a/voiture-occasion/citroen/ds5/1230201602A1KVVOCIDS5",0,"Citro<U+00EB>n occasion","DS5","","
11 RUE ARISTIDE BRIAND77370 Nangis
","
GT COURTAGE AUTOMOBILE 77 et 91 
","Mai 2012
Assurance auto : Comparez","Premi<U+00E8>re main","Berline","114
g/km","Diesel","64 122
km","4 portes avec hayon","5
places","14 900 <U+20AC>","6
CV",NA,"Semi automatique",NA,"6 mois","4.4
litres / 100 km",NA,"A jour < 6 mois",NA,NA,NA,NA,NA
"248","https://www.paruvendu.fr/a/voiture-occasion/renault/captur/1227773852A1KVVORECAP",0,"Renault occasion","Captur","","
ZA LES ARNAVES30190 Saint-Geni<U+00E8>s-de-Malgoir<U+00E8>s
","
RODA AUTO
","F<U+00E9>vrier 2015
Assurance auto : Comparez",NA,"Berline","95
g/km","Diesel","57 630
km","4 portes avec hayon","5
places","11 990 <U+20AC>","4
CV",NA,"Manuelle",NA,"12 mois","3.7
litres / 100 km",NA,NA,NA,NA,NA,NA,NA
"249","https://www.paruvendu.fr/a/voiture-occasion/seat/leon/1230201345A1KVVOSELEO",0,"Seat occasion","Leon","



Annonce
de Alexis L                                                                 - Villers Le Lac (25130)                    
membre de ParuVendu.fr depuis 3 mois
","","","Novembre 2014
Assurance auto : Comparez","Pneus hiver","Berline","132
g/km","Essence","76 000
km","4 portes avec hayon","5
places","16 500 <U+20AC>","10
CV","180
Ch","Semi automatique","",NA,"5.7
litres / 100 km","Irr<U+00E9>prochable","A jour < 6 mois",NA,"M<U+00E9>tallis<U+00E9>e","ABS,Contr<U+00F4>le de stabilit<U+00E9> (ESP),R<U+00E9>gulateur de vitesse,Antipatinage (ASR)","Direction assist<U+00E9>e,Fermeture centralis<U+00E9>e,Banquette AR 1/3 - 2/3,Vitres <U+00E9>lectriques","Peinture m<U+00E9>tallis<U+00E9>e,R<U+00E9>troviseurs <U+00E9>lectriques,Allumage automatique des feux"
"250","https://www.paruvendu.fr/a/voiture-occasion/renault/grand-scenic-iii/1230153193A1KVVOREGS3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230030091A1KVVOPE208",0,"Peugeot occasion","208","



Annonce
de Baptiste M                                                                 - Paris (75020)                    
membre de ParuVendu.fr depuis 1 mois
","","","Juillet 2017
Assurance auto : Comparez","Premi<U+00E8>re main,V<U+00E9>hicule non fumeur,Stationne dans un garage,Sous garantie constructeur","Berline","108
g/km","Essence","12 000
km","4 portes avec hayon","5
places","11 600 <U+20AC>","4
CV","68
Ch","Manuelle","",NA,NA,"Irr<U+00E9>prochable","A jour < 6 mois","Noir","M<U+00E9>tallis<U+00E9>e","ABS,R<U+00E9>gulateur de vitesse","Direction assist<U+00E9>e,Fermeture centralis<U+00E9>e,Vitres <U+00E9>lectriques","R<U+00E9>troviseurs <U+00E9>lectriques,Allumage automatique des feux"
"252","https://www.paruvendu.fr/a/voiture-occasion/toyota/yaris/1230201586A1KVVOTOYAR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/touareg/1230201585A1KVVOVWTOG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","https://www.paruvendu.fr/a/voiture-occasion/renault/twingo/1230201580A1KVVORETWI",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","https://www.paruvendu.fr/a/voiture-occasion/suzuki/ignis/1230201582A1KVVOSUIGN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","https://www.paruvendu.fr/a/voiture-occasion/ssangyong/rexton/1230201581A1KVVOSSREX",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","https://www.paruvendu.fr/a/voiture-occasion/toyota/rav-4/1230201583A1KVVOTORAV",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","https://www.paruvendu.fr/a/voiture-occasion/volvo/xc90/1230201584A1KVVOVOXC9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","https://www.paruvendu.fr/a/voiture-occasion/renault/megane-iii/1230201579A1KVVOREMG3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230201578A1KVVORECLI",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","https://www.paruvendu.fr/a/voiture-occasion/fiat/panda/1230201575A1KVVOFIPAN",0,"Fiat occasion","Panda","","
26-28 Route de Calais95200 Sarcelles
","
AUTO ADAM
","Mai 2008
Assurance auto : Comparez","Premi<U+00E8>re main","Berline","114
g/km","Diesel","68 116
km","4 portes avec hayon","4
places","3 990 <U+20AC>","4
CV","70
Ch","Manuelle","","3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"262","https://www.paruvendu.fr/a/voiture-occasion/peugeot/207/1230201577A1KVVOPE207",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","https://www.paruvendu.fr/a/voiture-occasion/isuzu/trooper/1230201576A1KVVOISTRO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","https://www.paruvendu.fr/a/voiture-occasion/citroen/picasso/1230201574A1KVVOCIPIC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-e/1230201573A1KVVOMEE",0,"Mercedes occasion","Classe E","","
24 RD 201 - ZONE ACTIPOLIS 168390 Sausheim
","
L AGENCE AUTOMOBILIERE
","Janvier 2015
Assurance auto : Comparez",NA,"Coup<U+00E9>","147
g/km","Essence","26 500
km","2 portes","4
places","26 990 <U+20AC>","10
CV","184
Ch","Manuelle","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","https://www.paruvendu.fr/a/voiture-occasion/renault/captur/1228760584A1KVVORECAP",0,"Renault occasion","Captur","","
ZA LES ARNAVES30190 Saint-Geni<U+00E8>s-de-Malgoir<U+00E8>s
","
RODA AUTO
","Mai 2015
Assurance auto : Comparez",NA,"Berline","95
g/km","Diesel","64 151
km","4 portes avec hayon","5
places","11 490 <U+20AC>","4
CV",NA,"Manuelle",NA,"6 mois","3.6
litres / 100 km",NA,NA,NA,NA,NA,NA,NA
"267","https://www.paruvendu.fr/a/voiture-occasion/seat/leon/1230201186A1KVVOSELEO",0,"Seat occasion","Leon","



Annonce
de David B                                                                 - Bias (40170)                    
membre de ParuVendu.fr depuis 28 jours
","","","D<U+00E9>cembre 2017
Assurance auto : Comparez","Premi<U+00E8>re main,Sous garantie constructeur","Berline","156
g/km","Essence","18 000
km","4 portes avec hayon","5
places","30 000 <U+20AC>","19
CV","300
Ch","Semi automatique",NA,NA,"6.8
litres / 100 km","Irr<U+00E9>prochable",NA,NA,NA,NA,NA,NA
"268","https://www.paruvendu.fr/a/voiture-occasion/citroen/c1/1230200726A1KVVOCIC1",0,"Citro<U+00EB>n occasion","C1","



Annonce
de Anthony C                                                                 - Pont De L Isere (26600)                    
membre de ParuVendu.fr depuis 28 jours
","","","D<U+00E9>cembre 2010
Assurance auto : Comparez","V<U+00E9>hicule non fumeur","Berline","103
g/km","Essence","76 000
km","2 portes avec hayon","4
places","3 800 <U+20AC>","4
CV","68
Ch","Manuelle",NA,NA,"4.5
litres / 100 km","Bon",NA,NA,NA,NA,NA,NA
"269","https://www.paruvendu.fr/a/voiture-occasion/dacia/sandero/1230201492A1KVVODCSAN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/tiguan/1230201490A1KVVOVWTIG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1230201491A1KVVOMEC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","https://www.paruvendu.fr/a/voiture-occasion/alfa-romeo/giulietta/1230201486A1KVVOALGIU",0,"Alfa Romeo occasion","Giulietta","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Avril 2012
Assurance auto : Comparez",NA,"Berline","124
g/km","Diesel","89 900
km","4 portes avec hayon","5
places","9 490 <U+20AC>","9
CV","170
Ch","Manuelle",NA,"3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"273","https://www.paruvendu.fr/a/voiture-occasion/fiat/500/1230201487A1KVVOFI500",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","https://www.paruvendu.fr/a/voiture-occasion/mini/countryman/1230201488A1KVVOMCMIN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/polo/1230201489A1KVVOVWPOL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","https://www.paruvendu.fr/a/voiture-occasion/mini/mini-coupe/1230201485A1KVVOMCCOU",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","https://www.paruvendu.fr/a/voiture-occasion/mini/mini-coupe/1230201484A1KVVOMCCOU",0,"Mini occasion","MINI COUPE","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Juillet 2016
Assurance auto : Comparez",NA,"Berline","121
g/km","Essence","45 500
km","4 portes avec hayon","5
places","12 590 <U+20AC>","5
CV","75
Ch","Manuelle",NA,"3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"278","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1230201483A1KVVOMEA",0,"Mercedes occasion","Classe A","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Novembre 2015
Assurance auto : Comparez",NA,"Berline","124
g/km","Diesel","19 500
km","4 portes avec hayon","5
places","25 990 <U+20AC>","9
CV","177
Ch","Automatique",NA,"3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"279","https://www.paruvendu.fr/a/voiture-occasion/citroen/ds3/1230201481A1KVVOCIDS3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","https://www.paruvendu.fr/a/voiture-occasion/renault/megane-iv-estate/1230201480A1KVVOREM4E",0,"Renault occasion","Megane IV Estate","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Novembre 2016
Assurance auto : Comparez","Premi<U+00E8>re main","Berline","103
g/km","Diesel","39 900
km","4 portes avec hayon","5
places","18 490 <U+20AC>","6
CV","130
Ch","Manuelle","","3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"281","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1230201482A1KVVOMEA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iii/1230201478A1KVVORECL3",0,"Renault occasion","Clio III","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Juin 2016
Assurance auto : Comparez",NA,"Berline","85
g/km","Diesel","39 500
km","4 portes avec hayon","5
places","10 790 <U+20AC>","4
CV","90
Ch","Automatique",NA,"3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"283","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1230201479A1KVVOMEA",0,"Mercedes occasion","Classe A","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Mai 2016
Assurance auto : Comparez","Premi<U+00E8>re main","Berline","125
g/km","Diesel","8 750
km","4 portes avec hayon","5
places","24 290 <U+20AC>","7
CV","136
Ch","Automatique","","12 mois",NA,NA,NA,NA,NA,NA,NA,NA
"284","https://www.paruvendu.fr/a/voiture-occasion/renault/twingo-ii/1230201473A1KVVORETW2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","https://www.paruvendu.fr/a/voiture-occasion/fiat/panda/1230201476A1KVVOFIPAN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230201477A1KVVORECLI",0,"Renault occasion","Clio","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Juin 2015
Assurance auto : Comparez",NA,"Berline","95
g/km","Diesel","74 500
km","4 portes avec hayon","5
places","10 790 <U+20AC>","4
CV","90
Ch","Manuelle",NA,"3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"287","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230201475A1KVVOPE308",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-e/1230201474A1KVVOMEE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","https://www.paruvendu.fr/a/voiture-occasion/renault/megane-ii-cc/1230201472A1KVVOREMCC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","https://www.paruvendu.fr/a/voiture-occasion/bmw/x1/1230201471A1KVVOBMX1",0,"BMW occasion","X1","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Octobre 2016
Assurance auto : Comparez",NA,NA,"133
g/km","Diesel","29 500
km","4 portes avec hayon","5
places","36 790 <U+20AC>","13
CV","231
Ch","Automatique","","3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"291","https://www.paruvendu.fr/a/voiture-occasion/nissan/qashqai/1230201469A1KVVONIQAS",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","https://www.paruvendu.fr/a/voiture-occasion/citroen/ds5/1230201470A1KVVOCIDS5",0,"Citro<U+00EB>n occasion","DS5","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Mars 2015
Assurance auto : Comparez",NA,"Berline","114
g/km","Diesel","59 900
km","4 portes avec hayon","5
places","16 990 <U+20AC>","9
CV","181
Ch","Automatique",NA,"3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"293","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1230201468A1KVVOVWGOL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","https://www.paruvendu.fr/a/voiture-occasion/ford/mustang/1230201466A1KVVOFOMUS",0,"Ford occasion","Mustang","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Janvier 2007
Assurance auto : Comparez",NA,"Coup<U+00E9>",NA,"Essence","42 250
km","2 portes","4
places","26 490 <U+20AC>","26
CV","305
Ch","Automatique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","https://www.paruvendu.fr/a/voiture-occasion/porsche/cayman/1230201467A1KVVOPOCAM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1230201464A1KVVOMEC",0,"Mercedes occasion","Classe C","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Octobre 2010
Assurance auto : Comparez","Premi<U+00E8>re main","Berline","144
g/km","Diesel","124 600
km","4 portes","5
places","8 990 <U+20AC>","7
CV","120
Ch","Automatique","","3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"297","https://www.paruvendu.fr/a/voiture-occasion/porsche/macan/1230201463A1KVVOPOMAC",0,"Porsche occasion","Macan","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Juin 2016
Assurance auto : Comparez","Premi<U+00E8>re main",NA,"159
g/km","Diesel","5 900
km","4 portes avec hayon","5
places","65 990 <U+20AC>","16
CV","258
Ch","Automatique",NA,"3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"298","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/polo/1230201460A1KVVOVWPOL",0,"Volkswagen occasion","Polo","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Juin 2012
Assurance auto : Comparez",NA,"Berline","139
g/km","Essence","86 400
km","2 portes avec hayon","5
places","14 590 <U+20AC>","10
CV","180
Ch","Automatique",NA,"3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"299","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1230201458A1KVVOMEA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","https://www.paruvendu.fr/a/voiture-occasion/porsche/911/1230201459A1KVVOPO911",0,"Porsche occasion","911","","
9 Place Rhin et Danube92250 La Garenne-Colombes
","
L'AGENCE AUTOMOBILIERE
","Juillet 2009
Assurance auto : Comparez",NA,"Cabriolet","328
g/km","Essence","94 750
km","2 portes","4
places","68 990 <U+20AC>","40
CV","480
Ch","Automatique",NA,"6 mois",NA,NA,NA,NA,NA,NA,NA,NA
"301","https://www.paruvendu.fr/a/voiture-occasion/citroen/ds4/1230201430A1KVVOCIDS4",0,"Citro<U+00EB>n occasion","DS4","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
","Juillet 2013
Assurance auto : Comparez",NA,"Coup<U+00E9>","130
g/km","Diesel","67 200
km","4 portes avec hayon","5
places","12 750 <U+20AC>","9
CV",NA,"Manuelle",NA,"6 mois","5.1
litres / 100 km",NA,NA,NA,NA,NA,NA,NA
"302","https://www.paruvendu.fr/a/voiture-occasion/smart/fortwo/1230201422A1KVVOSMFTW",0,"Smart occasion","ForTwo","","
11 RUE ARISTIDE BRIAND77370 Nangis
","
GT COURTAGE AUTOMOBILE 77 et 91 
","Novembre 2016
Assurance auto : Comparez","Premi<U+00E8>re main","Coup<U+00E9>",NA,"Essence","4 270
km","2 portes avec hayon",NA,"13 990 <U+20AC>","4
CV",NA,"Automatique",NA,"12 mois",NA,NA,NA,NA,NA,NA,NA,NA
"303","https://www.paruvendu.fr/a/voiture-occasion/audi/a4/1230081927A1KVVOAUA4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230201021A1KVVOPE208",0,"Peugeot occasion","208","



Annonce
de PHILIPPE B                                                                 - Montbeliard (25200)                    
membre de ParuVendu.fr depuis 1 an
","","","Avril 2018
Assurance auto : Comparez",NA,"Berline","90
g/km","Diesel","12 000
km","4 portes avec hayon","5
places","13 800 <U+20AC>","5
CV","100
Ch","Manuelle","",NA,"3.5
litres / 100 km","Irr<U+00E9>prochable",NA,NA,NA,NA,NA,NA
"305","https://www.paruvendu.fr/a/voiture-occasion/alfa-romeo/156/1230201015A1KVVOAL156",0,"Alfa Romeo occasion","156","


<U+00A0>

5 niveaux d'exp<U+00E9>rience :
Il est calcul<U+00E9> automatiquement <U+00E0> partir de l'utilisation du site paruvendu.fr
Nouvel inscrit
Habitu<U+00E9>
Confirm<U+00E9>
Expert
Maestro
En savoir +




Annonce
de nattymode
- Noyers Sur Cher (41140)                    
membre de ParuVendu.fr depuis 7 ans
","","","Mai 1998
Assurance auto : Comparez",NA,"Berline",NA,"Essence","170 000
km","4 portes","5
places","1 500 <U+20AC>","9
CV","144
Ch","Manuelle",NA,NA,"8.2
litres / 100 km","Pr<U+00E9>voir entretien",NA,NA,NA,NA,NA,NA
"306","https://www.paruvendu.fr/a/voiture-occasion/peugeot/1230200987A1KVVOPE000",0,"Peugeot occasion"," , 1995, 350 &euro;","



Annonce
de John M                                                                 - Sens (89100)                    
membre de ParuVendu.fr depuis 2 ans
","","","1995
Assurance auto : Comparez",NA,NA,NA,NA,"294 109
km",NA,"5
places","350 <U+20AC>",NA,"110
Ch",NA,NA,NA,NA,"Moyen",NA,NA,NA,NA,NA,NA
"307","https://www.paruvendu.fr/a/voiture-occasion/citroen/ds5/1230201352A1KVVOCIDS5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","https://www.paruvendu.fr/a/voiture-occasion/renault/scenic/1230201347A1KVVORESCE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","https://www.paruvendu.fr/a/voiture-occasion/hyundai/i30/1230201292A1KVVOHYI30",0,"Hyundai occasion","i30","","
216 rue du 4 Aout69100 Villeurbanne
","
D.R.M  Automobiles
","Mars 2013
Assurance auto : Comparez",NA,"Break","117
g/km","Diesel","39 000
km","4 portes avec hayon","5
places","11 490 <U+20AC>","6
CV",NA,"Manuelle",NA,"6 mois","4.3
litres / 100 km",NA,NA,NA,NA,NA,NA,NA
"310","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230201255A1KVVOPE308",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","https://www.paruvendu.fr/a/voiture-occasion/audi/a8/1230201251A1KVVOAUA8",0,"Audi occasion","A8","","
11 RUE ARISTIDE BRIAND77370 Nangis
","
GT COURTAGE AUTOMOBILE 77 et 91 
","Juin 2012
Assurance auto : Comparez","Premi<U+00E8>re main","Berline","147
g/km","Hybride","54 996
km","4 portes","5
places","38 900 <U+20AC>","12
CV",NA,"Automatique",NA,"12 mois","6.3
litres / 100 km",NA,"A jour < 6 mois",NA,NA,NA,NA,NA
"312","https://www.paruvendu.fr/a/voiture-occasion/citroen/c2/1230201249A1KVVOCIC2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","https://www.paruvendu.fr/a/voiture-occasion/citroen/c1/1230201004A1KVVOCIC1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230200967A1KVVOPE208",0,"Peugeot occasion","208","



Annonce
de Silvana m                                                                 - Mions (69780)                    
membre de ParuVendu.fr depuis 2 mois
","","","Juin 2013
Assurance auto : Comparez","V<U+00E9>hicule non fumeur,Stationne dans un garage","Berline","98
g/km","Diesel","140 000
km","2 portes avec hayon","5
places","6 400 <U+20AC>","4
CV","68
Ch","Manuelle",NA,NA,"3.8
litres / 100 km","Irr<U+00E9>prochable",NA,NA,NA,NA,NA,NA
"315","https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1230200924A1KVVOCIC3",0,"Citro<U+00EB>n occasion","C3","



Annonce
de DELPHINE L                                                                 - Anglet (64600)                    
membre de ParuVendu.fr depuis 4 mois
","","","Juillet 2014
Assurance auto : Comparez","Premi<U+00E8>re main,V<U+00E9>hicule non fumeur,Stationne dans un garage","Berline","107
g/km","Essence","38 500
km","4 portes avec hayon","5
places","9 200 <U+20AC>","4
CV","82
Ch","Manuelle",NA,NA,"4.5
litres / 100 km","Irr<U+00E9>prochable",NA,NA,NA,NA,NA,NA
"316","https://www.paruvendu.fr/a/voiture-occasion/opel/zafira/1229509328A1KVVOOPZAF",0,"Opel occasion","Zafira","



Annonce
de SEVERINE M                                                                                    
membre de ParuVendu.fr depuis 1 an
","","","Mars 2007
Assurance auto : Comparez",NA,"Monospace","159
g/km","Diesel","183 000
km","4 portes avec hayon","7
places","4 000 <U+20AC>","7
CV","120
Ch","Manuelle","",NA,"6.0
litres / 100 km","Bon",NA,NA,NA,NA,NA,NA
"317","https://www.paruvendu.fr/a/voiture-occasion/ford/grand-c-max/1230201211A1KVVOFOGCM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
